name,lat,long
RSU MULYASARI,-6.1290752,106.9064976
RS MITRA KELUARGA KELAPA GADING,-6.1518139,106.89704
RSU GADING PLUIT,-6.166093,106.9159241
RSU PORT MEDICAL CENTER,-6.1103582,106.8893777
RS ISLAM JAKARTA SUKAPURA,-6.1397437,106.9208253
RS SUKMUL SISMA MEDIKA,-6.1120721,106.8820012
RSU PEKERJA,-6.145254,106.9232026
RS PLUIT,-6.1257296,106.7994919
RS SATYA NEGARA,-6.1388457,106.8615552
RS ZAHIRAH,-6.3357413,106.8235642
Dentalogic Fatmawati,-6.2998296,106.7959612
Rumah Sakit Bhayangkara TK. IR. Said Sukanto,-6.269582402233911,106.87067416162078
Rumah Sakit DIK Pusdikkes TNI AD,-6.276616373429094,106.86933085674563
Rumah Sakit Zahirah,-6.335829136367298,106.82354806676656
Rumah Sakit Pertamina Jaya (RSPJ),-6.17314123969964,106.87586971949474
Rumah Sakit Medistra,-6.239846331621792,106.83366523312198
RS MCC,-6.219973786725023,106.83245220577746
RS Sukmul Sisma Medika,-6.112074899999998,106.88199405
Rumah Sakit Cijantung,-6.307496548270213,106.8588934041955
Rumah Sakit Harum Sisma Medika,-6.248171289146382,106.90959284792132
Rumah Sakit Bersalin Bidara Mulia,-6.2306520999999995,106.86697609999999
RSKB Medika,-6.198110689757922,106.85171290788506
Rumah Sakit MMC,-6.219922140865757,106.83241342453115
Rumah Sakit Umum UKI,-6.250825635300228,106.87230649791229
Rumah Sakit Hewan Jakarta,-6.299132335980012,106.81965891779693
Raden Saleh Medical Center,-6.189269450000001,106.84533654999998
Rumah Sakit Ibu dan Anak Asta Nugraha,-6.2215123667136245,106.91479159584608
RS Murni Teguh Sudirman Jakarta,-6.209462833804119,106.81951584461873
Rumah Sakit Jakarta,-6.218549434332048,106.81635148602507
RSUD Pasar Rebo,-6.303621686083854,106.86212951244558
Rumah Sakit Umum Persahabatan,-6.204302138432141,106.88453545146041
Garuda Sentra Medika,-6.157289620858189,106.84141625512322
Rumah Sakit Pluit,-6.125736075004627,106.79948634138997
RS Gading Pluit,-6.166166033899509,106.91605081518668
Rumah Sakit Radjak Salemba,-6.19365430520643,106.85209264050732
Rumah Sakit Umum Kecamatan Sawah Besar,-6.148900700000001,106.82982100000001
Rumah Sakit Khusus THT dan Bedah Kepala Leher Proklamasi,-6.201921569372935,106.84725906860601
Evasari Rumah Sakit Awal BROS Group,-6.1935369487752485,106.85976326317288
Rumah Sakit Umum Kecamatan Cempaka Putih,-6.184667462358284,106.87240737543434
Lembaga Kesehatan Budi Kemuliaan,-6.180517877368109,106.8182448387684
Rumah Sakit Gigi dan Mulut Ladokgi TNI AL R.E Martadinata,-6.211426021160307,106.80865854236013
Rumah Sakit Dr Mintohardjo,-6.210904295680572,106.81092493183793
RS Premier Jatinegara,-6.221651033641352,106.86882249961131
Rumah Sakit Umum Adhyaksa,-6.307848820442391,106.8927316068226
Rumah Sakit Omni,-6.180357240445069,106.88389830259247
Rumah Sakit Kartika Pulo Mas,-6.175962050000001,106.88490600000002
Rumah Sakit Islam Jiwa Jakarta,-6.221891224750931,106.93307509545377
Rumah Sakit Ibu dan Anak Restu Kasih,-6.265089099999998,106.8664545
RSUD Duren Sawit : Instalasi Kedaruratan Emosi dan Perilaku,-6.231139342335915,106.90860192445416
Rumah Sakit Umum Ibnu Sina,-6.160400483197192,106.79607274922087
Rumah Sakit Umum Taman Sari,-6.143741513113431,106.81922481917813
RS Patria IKKT,-6.197315763144996,106.79264884664049
Rumah Sakit Ibu dan Anak Aries,-6.15763215,106.80999889999998
Rumah Sakit Pelni Petamburan,-6.193198538735023,106.80367554167296
RS Bhakti Mulia,-6.199578652594669,106.80054592404132
Rumah Sakit Bersalin Dokter Sanusi,-6.202994724550815,106.77314624544204
Rumah Sakit Ibu dan Anak Resti Mulya,-6.208757049399881,106.94178096274301
RSUD Kepulauan Seribu,-5.744847588006066,106.61341390647111
RSUD Mampang Prapatan,-6.240496292307887,106.8270125795569
RSUD Kebayoran Lama,-6.248652327234039,106.78560234376951
Rumah Sakit Khusus Bedah Halimun,-6.206209720359019,106.83407633422848
Rumah Bersalin Budi Kemuliaan,-6.210329692223796,106.83513856325149
Rumah Sakit Umum Kecamatan Tebet,-6.2316306,106.8466818
Rumah Sakit Rawamangun,-6.196357359356058,106.88548949782093
Rumah Sakit Tria Dipa,-6.250843123959753,106.84197044588882
Rumah Sakit Cinta Kasih Tzu Chi,-6.132034246990435,106.73708478835655
Rumah Sakit Sofa Marwa,-6.3555381344114386,106.81998337194544
Rumah Sakit Ibu dan Anak Grand Family,-6.123065978847175,106.73914571078019
RSU Kecamatan Cilincing,-6.112973356016298,106.92640465444484
RSIA Avisena,-6.232323550209286,106.76256740902862
Rumah Sakit Umum & Pekerja,-6.145540351909712,106.92393920121637
RS Jantung Jakarta,-6.200176970914969,106.85538077774869
RS Hermina Jatinegara,-6.22121215977527,106.86474387566231
Bidakara Medical Center,-6.240131889578462,106.84119348779247
Rumah Sakit Bedah Bina Estetika,-6.199188569656437,106.83752800011457
Rumah Sakit Mata JEC,-6.198600577922679,106.83683493919993
Rumah Sakit Umum Al Fauzan,-6.299590083839278,106.86909322203341
RSIA Tambak,-6.206413247402205,106.84842540809021
RS K,-6.202037745881221,106.84688255865505
Rumah Sakit Umum Daerah Budi Asih,-6.255872868145985,106.86308885777633
Rumah Sakit Siloam,-6.219106450595266,106.81722277811335
Rumah Sakit Ibu Dan Anak Brawijaya Duren Tiga,-6.2532889212577745,106.84119344157315
RSU Bunda Jakarta,-6.195964886045427,106.8371645143753
Rumah Sakit YPK Mandiri,-6.191314914222272,106.82785370663889
Rumah Sakit Abdi Waluyo,-6.189810753218416,106.82934682728192
RSUD Johar Baru,-6.181830687843353,106.85047067861159
Rumah Sakit Menteng Mitra Afia,-6.186876459802365,106.83841391419236
RSIA Sayyidah,-6.23028375,106.9253539
Rumah Sehat Sunda Kelapa,-6.200801229613402,106.83192763954435
Rumah Sakit Ibu dan Anak Budhi Jaya,-6.218953969543094,106.84494391629964
Rumah Sakit Tebet,-6.242584579610444,106.85017825663421
Rumah Sakit PGI CIKINI,-6.191407702228906,106.84190524671581
Rumah Sakit Bersalin Elshama,-6.281785259368299,106.87151598974089
Rumah Sakit Umum Pengayoman,-6.215589817341794,106.88379713711798
Rumah Sakit Harapan Jayakarta,-6.195000579792405,106.90585328307515
RS Hermina Kemayoran,-6.154252277057343,106.84569836182142
RSUD Matraman,-6.2062439413812065,106.86601677025185
RSCM Unit Pelayanan Mata,-6.19737259152234,106.8447027281044
Rumah Sakit Umum Kramat Jati,-6.28687463660076,106.86228595860415
Rumah Sakit Jakarta Medical Center,-6.271329725989038,106.83021217063333
Rumah Sakit Siloam,-6.254553239276348,106.83233626011628
Rumah Sakit St. Carolus,-6.195477557769231,106.85141217410016
RSKGM - FKG UI,-6.194344792089387,106.84863242958475
Rumah Sakit Cipto Mangunkusumo,-6.196995769687405,106.84685410180987
RSUD Tarakan,-6.1716328439093155,106.81031815808636
Rumah Sakit Umum Kecamatan Tanah Abang,-6.190940002422802,106.81432018231168
Rumah Sakit Islam Jakarta,-6.1714208648368825,106.87127678962918
Rumah Sakit Pondok Indah,-6.186189448742384,106.73539989262487
Puskesmas Kecamatan Senen Kramat Baru,-6.18233755809783,106.84422163897835
"Rumah Sakit Kanker ""Dharmais""",-6.186792649084529,106.79796252941583
RSU Kecamatan Kembangan,-6.194696646814341,106.73627316125338
Rumah Sakit Kramat 128,-6.185574832273563,106.84402488673962
RSAB Harapan Kita,-6.184785836006393,106.79901216993231
Rumah Sakit THT Bedah Prof. Nizar,-6.171241382779608,106.81542466316553
RS Khusus Mata SMECO Jakarta,-6.192738642436831,106.88270902629881
Rumah Sakit Mata Primasana,-6.11428035,106.88978670000002
Klinik Mata Nusantara,-6.291712106965366,106.7825276743635
Klinik Dr. Widi Sp.OG,-6.346962052726798,106.89464588713138
Rumah Sakit Ketergantungan Obat (RSKO) Jakarta,-6.346997094551521,106.8724515442556
RSUD Ciracas,-6.345696344414282,106.87388427541069
Rumah Sakit Moh. Ridwan Meuraksa,-6.294315534467946,106.88270874896746
RS Bersalin Rosa Kartika,-6.327872199260653,106.82276750767973
Rumah Sakit Olahraga Nasional,-6.368543240517492,106.89276624156567
RSPAD Gatot Soebroto,-6.176644858407133,106.83728201370073
RS Medika Permata Hijau,-6.218175458587719,106.7779806309268
Rumah Sakit Hermina Daan Mogot,-6.152936449999999,106.71230575
RSUD Kecamatan Kemayoran,-6.156684614739638,106.86377684869925
RSUD Jati Padang,-6.285486968360273,106.84232858980049
RS Islam Jakarta Pondok Kopi,-6.22030524474111,106.93998685164483
RS Ibu dan Anak Andhika,-6.344249950000001,106.81430555
Rumah Sakit Umum Daerah Kalideres,-6.126839720133638,106.70399518523598
Ciputra Hospital,-6.1231258339487,106.70496594615474
Rumah Sakit Bersalin Anggrek Mas,-6.203030350000001,106.77268364999999
Rumah Sakit Umum Kecamatan Jagakarsa,-6.316169889950861,106.81137394115937
RS Aulia,-6.3345397618655515,106.82711147265381
Rumah Sakit Puri Mandiri Kedoya,-6.187500457565612,106.76111202625677
Rumah Sakit Mata Internasional - JEC Kedoya,-6.189591125448661,106.76135024566544
RSIA SamMarie Basra,-6.22921295,106.8973049
RSIA Bunda Aliyah,-6.233233221316042,106.89720687661288
RSIA Kemang,-6.286144797173532,106.81932275964877
Rumah Sakit Ibu Anak dr. Euis,-6.245499077831822,106.94283191371719
Rumah Sakit Husada,-6.146527450392413,106.82918173428976
Rumah Sakit Marinir Cilandak,-6.304833991193723,106.8105027973232
RS Ali Sibroh Malisi,-6.34471512913389,106.81389560685443
Rumah Sakit Bina Sehat Mandiri,-6.185598553880427,106.77146054067201
RS Ukrida Duri Kepa,-6.1851655060326305,106.78078727705923
Rumah Sakit Jantung Binawaluya,-6.307985264732915,106.8709168300656
Rumah Sakit Duren Sawit,-6.231870470772062,106.90948395987296
Rumah Sakit Harapan Bunda,-6.3029451068695845,106.86811873095726
RS Grha Kedoya,-6.16821325274421,106.76497273371069
Rumah Sakit Umum Pusat Fatmawati,-6.29511109800568,106.79619384501056
Rumah Sakit Port Medical Center,-6.110372204702217,106.88938869511041
PMI Kota Jakarta Utara,-6.131701487820869,106.9144790124956
RS Sanatorium Dharmawangsa,-6.255031605293531,106.80280082570094
RSUD Kebayoran Baru,-6.265520549999998,106.79865830000001
RS Puri Medika,-6.12920352668106,106.89019468302452
RSIA SANTO YUSUF,-6.117101470267738,106.88169901206858
RS Khusus THT- Bedah Ciranjang,-6.236712300000001,106.81130694999999
Rumah Sakit Ibu dan Anak Panti Nugraha,-6.236483416514242,106.81586186902348
RSIA Asih,-6.247979546320882,106.80092224591762
Rumah Sakit Royal Taruma,-6.166736081178787,106.78538529961912
Rumah Sakit Antam Medika,-6.192689986058821,106.90270346199982
Rumah Sakit Jiwa Dr Soeharto Heerdjan,-6.162809835752288,106.7883913074074
Rumah Sakit Umum Daerah (RSUD) Koja,-6.108924197430735,106.90008157415257
RSUD KECAMATAN TANJUNG PRIOK,-6.116114978637815,106.88893345174014
Rumah Sakit Gandaria,-6.2439196427337835,106.79074447544228
RS Muhammadiyah Taman Puring,-6.2416185563434325,106.78712948825262
Rumah Sakit Sumber Waras,-6.167997346414572,106.7981485087627
Rumah Sakit Mulyasari,-6.129082700000001,106.9065008
RSUD Tugu Koja Jakarta,-6.127439150000001,106.90716675000002
Rumah Sakit Yadika,-6.25513125,106.77773910000002
Rumah Sakit Dr. Suyoto,-6.267389967369353,106.76671600881383
Rumah Sakit Pelabuhan Jakarta,-6.124923294869942,106.91783802326331
Kartini Hospital,-6.238342633641754,106.76977622556029
Rumah Sakit Petukangan,-6.2369167860799,106.75171449325026
RS Pertamina Tanjung Duren,-6.18297117101995,106.79082446811852
Rumah Sakit Bhayangkara,-6.286415877830673,106.77033722147536
RSU Kecamatan Pesanggrahan,-6.258062495729297,106.75680316487295
Toko Obat,-6.127750899999999,106.8904896
Rumah Sakit Umum Pademangan,-6.132808230468639,106.8402926138075
RS Husada,-6.136253726587964,106.79932229544474
Rumah Sakit Atma Jaya,-6.126338150854412,106.79302771345544
Rumah Sakit Duta Indah,-6.1385261,106.78380895000002
RSIA Family,-6.133375270452494,106.79035711896186
Rumah Sakit Islam Jakarta,-6.139780766139613,106.92075346529121
Rumah Sakit Firdaus,-6.1561392635159615,106.9230697751114
Rumah Sakit Hermina Podomoro,-6.145548394211823,106.86136792197031
Rumah Sakit Royal Progress,-6.13944855,106.8654705
RSIA Brawijaya,-6.257718660509754,106.80770081376282
Rumah Sakit Gigi Dan Mulut Fakultas Kedokteran Gigi Universitas Prof. Dr. Moestopo Bintaro,-6.258814877707875,106.76492700526217
RSIA Restu Kasih,-6.2657129704263825,106.86647744062745
RS Angkatan Udara Dr. Esnawan Antariksa,-6.257478203527271,106.89219870510694
RSIA Bunda Jakarta,-6.196101977209615,106.83635443495014
RSUD Cengkareng,-6.1429647627616,106.73488677082074
RS Haji,-6.289849530349809,106.8892233767687
RS Mitra Kemayoran,-6.152115326898333,106.85859756152507
Rumah Sakit Columbia Asia,-6.1819759208856935,106.89116145208797
Rumah Sakit Mediros,-6.17994395498455,106.90375015153302
Rumah Sakit Pondok Indah,-6.283667182843462,106.78164015667768
Rumah Sakit Dharma Nugraha,-6.195993997112977,106.88640788277715
RSUD Pasar Minggu Jakarta,-6.294071449190947,106.8198798453071
Rumah Sakit Siloam,-6.191056096268875,106.76382483732621
Rumah Sakit Satya Negara,-6.13888100608304,106.8615391967345
RS Siaga Raya,-6.2728611799896745,106.83912054897473
Rumah Sakit Pusat Otak Nasional,-6.246585187831999,106.87042022090208
RS Yadika,-6.23723166111755,106.89915317209015
Rumah Sakit Setia Mitra,-6.281258766794764,106.79582462491013
RS Agung,-6.209221410017587,106.84637943093647
RS Pusat Pertamina,-6.2401209108617826,106.79330837783768
RS Pantai Indah Kapuk,-6.1118251896049225,106.75300421033548
Puskesmas Kecamatan Pesanggrahan,-6.223747838711994,106.7599862229023
RS Prikasih,-6.314454272311088,106.79422073830312
RSIA Brawijaya Saharjo,-6.224576937350051,106.84808513893081
Rumah Sakit Mitra Keluarga,-6.15187283038218,106.89714834933835
Siloam Hospitals,-6.292612449741397,106.7843277818805
Mayapada Hospital,-6.298149882308067,106.78593716840868
RSPI Prof. Dr. Sulianti Saroso,-6.129552648039623,106.86237792549485
Tzu Chi Hospital,-6.10602858294744,106.73894086522934
RS Mayapada Kuningan,-6.218532827682668,106.83189489847044
RS Mitra Keluarga Kalideres,-6.149656111185629,106.70153792350263
Klinik Bhakti Asih,-6.3945462,106.8142741
Klinik Dokter Wida,-6.4194862,106.7546424
Rumah Sakit Simpangan Depok,-6.4087799,106.8616926
RSIA Brawijaya Bojongsari,-6.3930775,106.743119
RSJ,-6.4040302,106.7582441
Puskesmas Tapos,-6.425451802427468,106.88885071962191
Rumah Sakit Tugu Ibu,-6.356516867992047,106.8604533646276
Melia Hospital,-6.376703258031831,106.90185470993714
Puskesmas Sukmajaya,-6.389084990080017,106.83824590362177
Rumah Sakit Puri Cinere,-6.321593462668175,106.78276765591389
Puskesmas Kelurahan Pengasinan,-6.4203900167995425,106.75763459424206
Puskesmas Abadijaya Depok 2 Timur,-6.395140676514428,106.85181405727472
RS Citra Medika,-6.4272800673802735,106.82325650904542
Puskesmas Kelurahan Duren Seribu,-6.435170956143492,106.74589094968316
Plong Cimanggis,-6.36781625,106.85437115
RSIA Tumbuh Kembang,-6.371701803255947,106.86140283423255
RS Permata Depok,-6.401668678427169,106.77026010919846
RS Hermina Depok,-6.399069984708051,106.82548867324071
RS Ibu Dan Anak Citra Arafiq,-6.372884399999999,106.8438704
RS Mitra Keluarga Depok,-6.394492573178353,106.8243916679176
RS Hasanah Graha Afiah,-6.4083260411253224,106.84070058880705
Rumah Sakit Bhakti Yudha,-6.398110125273724,106.80605127008255
Rumah Sakit Bhayangkara Brimob,-6.354834479377678,106.84940466410931
RSIA Bunda Aliyah Depok,-6.405240375743998,106.81956013479214
RS Ibu dan Anak Graha Permata Ibu,-6.370752390514518,106.81418887993246
RS Sentra Medika Cisalak,-6.39082479296718,106.86541319894033
RSU Bunda Margonda,-6.365344288053376,106.83485298624237
Klinik Yemima Medika,-6.407254761147017,106.81235225531783
RSUD Depok Timur,-6.446503754412464,106.86940826542178
Rumah Sakit Universitas Indonesia,-6.373011650032789,106.82969656967376
Siloam,-6.5955895,106.8049335
RSU DR. H. Marzoeki Mahdi - Pintu Pejalan Kaki,-6.582876,106.7795998
IGD RS PMI Bogor,-6.5980869,106.8062688
Rumah Sakit Bhayangkara,-6.596599,106.7912029
RS Marzuki Mahdi,-6.582501770988798,106.78014121662119
RSUD Kota Bogor,-6.5801723116716735,106.77832265732718
RSIA Pasutri Bogor,-6.570591450000001,106.79899515000001
Bogor Senior Hospital,-6.640432521545127,106.83315882060653
RS Juliana,-6.628233355101316,106.82363439140988
Puskesmas Batu Tulis,-6.621828,106.808314
RS Hermina Bogor,-6.557522093873025,106.77395458789508
RS Vania,-6.6128551981023564,106.8079742576474
UPTD Puskesmas Merdeka,-6.58827875,106.7880792
RS Ummi,-6.608787458638568,106.79464437392062
Puskesmas Pembantu Kedunghalang,-6.547802981606187,106.80369715753051
BMC Mayapada Hospital Bogor,-6.607996940848632,106.81102635172293
Puskesmas Pembantu,-6.561847519894461,106.7805992515888
Puskesmas Bantu Warung Jambu unit Ciluar,-6.554934315282648,106.82807242359266
Rumah Sakit Graha Medika,-6.5647497,106.7617167
Bunda Suryatni Rumah Sakit Ibu & Anak,-6.5525508000000015,106.77528620000004
Rumah Sakit Islam Bogor,-6.55901324920466,106.79209684926433
Rumah Sakit Bhayangkara,-6.5963434869112305,106.79121434388585
RS Azra,-6.579256116212548,106.80780447636435
RSIA Melania,-6.611265823449599,106.80070730718698
RS Mulia,-6.575559726074254,106.80731291995923
RS PMI Bogor,-6.5984549103058665,106.80605804050025
Rumah Sakit Salak,-6.591465504499977,106.7975246332527
RS Medika Dramaga,-6.571908005467797,106.73942940944185
RS Marzoeki Mahdi,-6.582087518142723,106.7811469842749
RSIA Nuraida Bogor,-6.581136563815442,106.81483828107011
RS An-Nisa Tangerang,-6.1879717,106.6046942
Rumah Sakit TK. IV. Daan Mogot,-6.1720419,106.6315275
Rumah Bersalin Metta Medika,-6.1662715,106.6430735
RSIA Bunda Sejati Jatiuwung,-6.1899995,106.589265
RS Mutiara Bunda Ciledug,-6.2307031,106.7209531
RS Melati,-6.1778051,106.6252084
RS Tiara Tangerang,-6.195421,106.6151283
RS Hermina Periuk,-6.1509158,106.5938954
RS. Hermina Periuk,-6.1505896,106.5937555
RSIA Gebang Medika,-6.1830654,106.5926167
Mandaya Royal Hospital Puri,-6.1984296,106.7041711
Puskesmas Ciledug,-6.2278853,106.7046026
RSIA Pratiwi,-6.1765842,106.6202172
Sentra Medika,-6.127281750000001,106.65539455000003
RSU Cengkareng,-6.12741786413097,106.65496036164134
Mayapada Hospital,-6.205137459319579,106.64166374023884
RSI Sari Asih Ar Rahmah Tangerang,-6.163884230581704,106.62997921096064
Puskesmas Kelurahan Cipondoh,-6.194130223230046,106.6762859924524
Primaya Hospital Tangerang,-6.214734580442232,106.6304823751859
RS Sari Asih Ciledug,-6.22839155,106.71865539999999
RS Hermina Tangerang,-6.169493645840548,106.62668612529237
RS Sari Asih Karawaci,-6.179285009343828,106.62614091639875
RS An-Nisa Tangerang,-6.187522252871863,106.60455047606806
RSU Permata Ibu Kunciran,-6.2268912499999995,106.68343574999999
Rumah Sakit Sari Asih Sangiang,-6.1703964317759175,106.60082852354665
RS Mulya Tangerang,-6.2225133242757344,106.68876064136842
RSUD Kota Tangerang,-6.200807405461674,106.63452502014358
RSUD Kabupaten Tangerang,-6.169899580530842,106.6365116288054
Rumah Sakit Medika Lestari,-6.224879740094577,106.71146983416244
RSU Bhakti Asih,-6.220888614759892,106.7055970428894
RSUP Dr. Sitanala,-6.162491803510613,106.63455582092612
RS Dinda,-6.192000711111542,106.59165565167409
RS Arya Medika,-6.201060731916229,106.57258021454088
Rumah Sakit Aminah,-6.238090762893806,106.74521181529587
RS EMC Tangerang,-6.183937212770103,106.64815222366535
Rumah Sakit Karang Tengah Medika,-6.210048413716265,106.71507590134752
RS Sari Asih Cipondoh,-6.184090538615163,106.67611412237854
RS Jatisampurna,-6.3469747,106.9257805
Puskesmas Jatiluhur,-6.3200517,106.9500149
Klinik Devina Medika,-6.3460411,106.9482189
Klinik Avia Medika,-6.3425907,106.9498244
RS Umum Bella,-6.2471625,107.0105409
Apotek Century,-6.3110271,107.0220939
RSIA SELASIH MEDIKA,-6.2311363,106.958469
Klinik Prof. Ufa,-6.2821337,106.9139644
RS Taman Harapan Baru,-6.176561,106.9984142
RSUD Jatisampurna,-6.3634629,106.9215198
RSIA Hermina Bekasi,-6.241796293016718,106.99496347644481
